competitors_name,country,judging,finals,total,place,competition_type,date,location,url,img_url,competition
Ting Ge,China,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Tami Hatano,Japan,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Eva Irawan,Indonesia,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Haena Kim,South Korea,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Semi Kim,South Korea,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Nika Krusic,Slovenia,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Natalia Lavgud,Russia,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Naoka Matsui,Japan,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Atsuko Mikami,Japan,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Hye Yoon Na,South Korea,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Yadviga Zakurina,Russia,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Xin Zheng,China,48,,48,16,women’s figure – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Sara Choi,South Korea,3,,3,1,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Dahye Jeon,South Korea,6,,6,2,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Hyeywon Park,South Korea,10,,10,3,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Amanda Lee,Singapore,13,,13,4,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Jiaqi Wei,China,15,,15,5,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Bobo Ko,Hong Kong,18,,18,6,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Yuna Kang,South Korea,21,,21,7,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Saw Yee Wu,Hong Kong,25,,25,8,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Min A Kim,South Korea,27,,27,9,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Bei Er He,China,29,,29,10,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Renata Nowak,Poland,33,,33,11,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Jessii Grande,South Africa,36,,36,12,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Jisun Kim,South Korea,39,,39,13,women’s bikini – open,2024-09-29,"Gyeonggi State,Korea, Republic of",https://www.ifbbpro.com/competition/2024-agp-pro-all-stars/,,2024-agp-pro-all-stars
Ray Short,"La Porte, TX",3,,3,1,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Odilon Batista,Brazil,6,,6,2,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Ricardo Bertoloto,Brazil,9,,9,3,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dickens Fenelon,"Deer Park, NY",12,,12,4,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Keith Williams,"Lawrence, KS",15,,15,5,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jojo Ntiforo,"Albuquerque, NM",18,,18,6,men’s bodybuilding – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Abdullah Al-Sairafi,Kuwait,3,,3,1,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Tommy Johnson,"Rialto, CA",6,,6,2,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Eduardo Kaik,Brazil,9,,9,3,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dickens Fenelon,"Deer Park, NY",12,,12,4,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Daniel Hughes,"Kalispell, MT",15,,15,5,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Larry Moon,"Louisville, KY",18,,18,6,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jayson Altair-Perry,"New Orleans, LA",21,,21,7,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
David Merrill,"Saratoga Springs, UT",24,,24,8,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dwayne Carlise,"Port Arthur, TX",28,,28,9,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Kepeli Robbins,"Wailuku, HI",29,,29,10,men’s classic physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Damar Turner,"Las Vegas, NV",3,,3,1,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dajuan Freeman,"Perris, CA",6,,6,2,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jerol Johnston,"San Antonio, TX",9,,9,3,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Lamar Tate,"Burnsville, MN",12,,12,4,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
David Merrill,"Saratoga Springs, UT",16,,16,5,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jimmie Stewart,"Lubbock, TX",17,,17,6,men’s physique – masters 40+,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Brett Wilkin,"Port Saint Lucie, FL",5,5,10,1,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Bruno Santos,Brazil,10,10,20,2,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Martin Hernandez,Mexico,15,15,30,3,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Keunwoo Park,South Korea,20,20,40,4,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dennis Reinhold,Germany,25,25,50,5,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Ray Short,"La Porte, TX",30,30,60,6,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Patrick Moore,"Spring, TX",35,35,70,7,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Marcello Alfonsi,Brazil,40,40,80,8,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Lukmon Ajibulu,"Newark, NJ",45,45,90,9,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Justin Rodriguez,"New York, NY",50,50,100,10,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Rasheed Oldacre,"Hockley, TX",55,55,110,11,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Joey Belt,"Las Vegas, NV",61,61,122,12,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
An Nguyen,"Las Vegas, NV",64,64,128,13,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jason Lowe,"Ormond Beach, FL",70,70,140,14,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Marc Arthur Dautruchee,"New York, NY",75,75,150,15,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Odilon Batista,Brazil,80,80,160,16,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Keith Williams,"Lawrence, KS",80,80,160,16,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Wesley Boxley,"Chino, CA",80,80,160,16,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Bobby Cartalemi,"Saylorsburg, PA",80,80,160,16,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Aleksandr Besedin,"San Diego, CA",–,–,–,NS,men’s bodybuilding – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Michael Daboul,Kuwait,7,,7,1,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Emanuele Ricotti,Italy,8,,8,2,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jorge Herrera,Mexico,15,,15,3,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Kellen Wilson,Canada,20,,20,4,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Daryn Shirbayev,Kazakhstan,25,,25,5,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Chris Miller,Canada,31,,31,6,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Abdullah Al-Sairafi,Kuwait,37,,37,7,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Andy Paredes,"Fresno, CA",40,,40,8,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Eduardo Kaik,Brazil,43,,43,9,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dominic Semenza,"Lake Stevens, WA",51,,51,10,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Tommy Johnson,"Rialto, CA",53,,53,11,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Antwane Hamlett,Canada,61,,61,12,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Daniel Hughes,"Kalispell, MT",63,,63,13,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jerark Toribio Perez,"Seattle, WA",70,,70,14,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Humza Alkordy,"Roseville, CA",72,,72,15,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jayson Altair-Perry,"New Orleans, LA",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Dwayne Carlise,"Port Arthur, TX",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Larry Moon,"Louisville, KY",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Kepeli Robbins,"Wailuku, HI",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Anthony Narciso,"Placentia, CA",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jayme Toyas,"Seaside, OR",80,,80,16,men’s classic physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Jinbo Li,China,5,,5,1,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Rhyan Clark,"Las Vegas, NV",10,,10,2,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Mehdi Kabbadj,"Capitola, CA",15,,15,3,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Wil Harris,"Stockton, CA",20,,20,4,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Joseph Lee,"Missouri Ciy, TX",25,,25,5,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Tj Sanchez,"Bakersfield, CA",32,,32,6,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Vinny Bell,"Stockton, CA",33,,33,7,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
Marquis Young,"Desert Hot Springs, CA",41,,41,8,men’s physique – open,2024-09-28,"Reno,Nevada",https://www.ifbbpro.com/competition/2024-legion-sports-fest-pro/,,2024-legion-sports-fest-pro
